image,label,label_id
data\raw\food-101\images\mussels\2467761.jpg,mussels,64
data\raw\food-101\images\beef_carpaccio\1647730.jpg,beef_carpaccio,3
data\raw\food-101\images\frozen_yogurt\2642393.jpg,frozen_yogurt,44
data\raw\food-101\images\omelette\812242.jpg,omelette,66
data\raw\food-101\images\strawberry_shortcake\3327986.jpg,strawberry_shortcake,93
data\raw\food-101\images\macaroni_and_cheese\1840794.jpg,macaroni_and_cheese,61
data\raw\food-101\images\ravioli\1996170.jpg,ravioli,81
data\raw\food-101\images\tacos\1735958.jpg,tacos,95
data\raw\food-101\images\sashimi\3906648.jpg,sashimi,85
data\raw\food-101\images\mussels\380670.jpg,mussels,64
data\raw\food-101\images\pad_thai\3801176.jpg,pad_thai,69
data\raw\food-101\images\ravioli\233336.jpg,ravioli,81
data\raw\food-101\images\poutine\3876597.jpg,poutine,77
data\raw\food-101\images\frozen_yogurt\131988.jpg,frozen_yogurt,44
data\raw\food-101\images\lobster_roll_sandwich\1609601.jpg,lobster_roll_sandwich,60
data\raw\food-101\images\ice_cream\102595.jpg,ice_cream,57
data\raw\food-101\images\waffles\311361.jpg,waffles,99
data\raw\food-101\images\french_fries\1443762.jpg,french_fries,39
data\raw\food-101\images\spring_rolls\816169.jpg,spring_rolls,91
data\raw\food-101\images\beignets\564090.jpg,beignets,6
data\raw\food-101\images\beet_salad\2718383.jpg,beet_salad,5
data\raw\food-101\images\prime_rib\1655060.jpg,prime_rib,78
data\raw\food-101\images\clam_chowder\2113186.jpg,clam_chowder,23
data\raw\food-101\images\dumplings\3687248.jpg,dumplings,31
data\raw\food-101\images\pancakes\1105054.jpg,pancakes,71
data\raw\food-101\images\garlic_bread\3338723.jpg,garlic_bread,45
data\raw\food-101\images\scallops\1290349.jpg,scallops,86
data\raw\food-101\images\cheesecake\3671710.jpg,cheesecake,16
data\raw\food-101\images\baby_back_ribs\835961.jpg,baby_back_ribs,1
data\raw\food-101\images\bruschetta\1134847.jpg,bruschetta,10
data\raw\food-101\images\takoyaki\1429705.jpg,takoyaki,96
data\raw\food-101\images\dumplings\1269986.jpg,dumplings,31
data\raw\food-101\images\caprese_salad\712076.jpg,caprese_salad,12
data\raw\food-101\images\filet_mignon\2828026.jpg,filet_mignon,36
data\raw\food-101\images\cup_cakes\2288743.jpg,cup_cakes,28
data\raw\food-101\images\red_velvet_cake\1842247.jpg,red_velvet_cake,82
data\raw\food-101\images\gyoza\3558220.jpg,gyoza,51
data\raw\food-101\images\creme_brulee\956554.jpg,creme_brulee,26
data\raw\food-101\images\scallops\616660.jpg,scallops,86
data\raw\food-101\images\pancakes\119800.jpg,pancakes,71
data\raw\food-101\images\steak\442757.jpg,steak,92
data\raw\food-101\images\hot_dog\2159157.jpg,hot_dog,54
data\raw\food-101\images\prime_rib\2374411.jpg,prime_rib,78
data\raw\food-101\images\miso_soup\3431732.jpg,miso_soup,63
data\raw\food-101\images\pho\3603878.jpg,pho,74
data\raw\food-101\images\miso_soup\1489661.jpg,miso_soup,63
data\raw\food-101\images\garlic_bread\3784226.jpg,garlic_bread,45
data\raw\food-101\images\hot_and_sour_soup\1624423.jpg,hot_and_sour_soup,53
data\raw\food-101\images\spaghetti_carbonara\3901772.jpg,spaghetti_carbonara,90
data\raw\food-101\images\hummus\3052218.jpg,hummus,56
data\raw\food-101\images\greek_salad\1329083.jpg,greek_salad,47
data\raw\food-101\images\oysters\3343921.jpg,oysters,68
data\raw\food-101\images\ceviche\1563473.jpg,ceviche,14
data\raw\food-101\images\hot_and_sour_soup\3007725.jpg,hot_and_sour_soup,53
data\raw\food-101\images\falafel\2068282.jpg,falafel,35
data\raw\food-101\images\shrimp_and_grits\678693.jpg,shrimp_and_grits,88
data\raw\food-101\images\lasagna\2644356.jpg,lasagna,58
data\raw\food-101\images\beef_carpaccio\2502808.jpg,beef_carpaccio,3
data\raw\food-101\images\croque_madame\278815.jpg,croque_madame,27
data\raw\food-101\images\tuna_tartare\258514.jpg,tuna_tartare,98
data\raw\food-101\images\lobster_bisque\3590985.jpg,lobster_bisque,59
data\raw\food-101\images\eggs_benedict\1111133.jpg,eggs_benedict,33
data\raw\food-101\images\hummus\1863572.jpg,hummus,56
data\raw\food-101\images\eggs_benedict\1853211.jpg,eggs_benedict,33
data\raw\food-101\images\french_onion_soup\1539345.jpg,french_onion_soup,40
data\raw\food-101\images\clam_chowder\2018024.jpg,clam_chowder,23
data\raw\food-101\images\french_fries\2596038.jpg,french_fries,39
data\raw\food-101\images\grilled_salmon\3128580.jpg,grilled_salmon,49
data\raw\food-101\images\miso_soup\2991755.jpg,miso_soup,63
data\raw\food-101\images\filet_mignon\2295005.jpg,filet_mignon,36
data\raw\food-101\images\cheesecake\181706.jpg,cheesecake,16
data\raw\food-101\images\frozen_yogurt\466433.jpg,frozen_yogurt,44
data\raw\food-101\images\bibimbap\403981.jpg,bibimbap,7
data\raw\food-101\images\clam_chowder\1965493.jpg,clam_chowder,23
data\raw\food-101\images\nachos\561082.jpg,nachos,65
data\raw\food-101\images\filet_mignon\611383.jpg,filet_mignon,36
data\raw\food-101\images\steak\1236155.jpg,steak,92
data\raw\food-101\images\panna_cotta\1358171.jpg,panna_cotta,72
data\raw\food-101\images\dumplings\3192916.jpg,dumplings,31
data\raw\food-101\images\baklava\2162788.jpg,baklava,2
data\raw\food-101\images\hot_dog\3428459.jpg,hot_dog,54
data\raw\food-101\images\greek_salad\3732065.jpg,greek_salad,47
data\raw\food-101\images\waffles\863723.jpg,waffles,99
data\raw\food-101\images\fried_calamari\556916.jpg,fried_calamari,42
data\raw\food-101\images\pho\2234433.jpg,pho,74
data\raw\food-101\images\poutine\451489.jpg,poutine,77
data\raw\food-101\images\ceviche\500500.jpg,ceviche,14
data\raw\food-101\images\french_toast\2671280.jpg,french_toast,41
data\raw\food-101\images\chicken_wings\2042136.jpg,chicken_wings,19
data\raw\food-101\images\gyoza\3219645.jpg,gyoza,51
data\raw\food-101\images\nachos\211972.jpg,nachos,65
data\raw\food-101\images\ceviche\1206719.jpg,ceviche,14
data\raw\food-101\images\bruschetta\3274211.jpg,bruschetta,10
data\raw\food-101\images\ravioli\2574287.jpg,ravioli,81
data\raw\food-101\images\pizza\1649108.jpg,pizza,75
data\raw\food-101\images\bread_pudding\441476.jpg,bread_pudding,8
data\raw\food-101\images\tacos\3406527.jpg,tacos,95
data\raw\food-101\images\steak\1446401.jpg,steak,92
data\raw\food-101\images\pho\1455635.jpg,pho,74
data\raw\food-101\images\macarons\380807.jpg,macarons,62
data\raw\food-101\images\prime_rib\777681.jpg,prime_rib,78
data\raw\food-101\images\steak\3444407.jpg,steak,92
data\raw\food-101\images\onion_rings\1915260.jpg,onion_rings,67
data\raw\food-101\images\waffles\723066.jpg,waffles,99
data\raw\food-101\images\french_fries\2893262.jpg,french_fries,39
data\raw\food-101\images\frozen_yogurt\2228031.jpg,frozen_yogurt,44
data\raw\food-101\images\deviled_eggs\3422081.jpg,deviled_eggs,29
data\raw\food-101\images\cup_cakes\910018.jpg,cup_cakes,28
data\raw\food-101\images\fish_and_chips\806759.jpg,fish_and_chips,37
data\raw\food-101\images\garlic_bread\3047708.jpg,garlic_bread,45
data\raw\food-101\images\red_velvet_cake\3765770.jpg,red_velvet_cake,82
data\raw\food-101\images\donuts\3455115.jpg,donuts,30
data\raw\food-101\images\spaghetti_bolognese\3621110.jpg,spaghetti_bolognese,89
data\raw\food-101\images\fried_calamari\2212943.jpg,fried_calamari,42
data\raw\food-101\images\chocolate_mousse\1513430.jpg,chocolate_mousse,21
data\raw\food-101\images\hamburger\1864131.jpg,hamburger,52
data\raw\food-101\images\creme_brulee\645974.jpg,creme_brulee,26
data\raw\food-101\images\peking_duck\39998.jpg,peking_duck,73
data\raw\food-101\images\beignets\615373.jpg,beignets,6
data\raw\food-101\images\churros\255168.jpg,churros,22
data\raw\food-101\images\frozen_yogurt\349500.jpg,frozen_yogurt,44
data\raw\food-101\images\gyoza\3347658.jpg,gyoza,51
data\raw\food-101\images\nachos\2735495.jpg,nachos,65
data\raw\food-101\images\cheesecake\511136.jpg,cheesecake,16
data\raw\food-101\images\strawberry_shortcake\1742075.jpg,strawberry_shortcake,93
data\raw\food-101\images\bruschetta\465449.jpg,bruschetta,10
data\raw\food-101\images\hot_dog\117749.jpg,hot_dog,54
data\raw\food-101\images\shrimp_and_grits\363584.jpg,shrimp_and_grits,88
data\raw\food-101\images\chicken_wings\174692.jpg,chicken_wings,19
data\raw\food-101\images\clam_chowder\2266482.jpg,clam_chowder,23
data\raw\food-101\images\foie_gras\33489.jpg,foie_gras,38
data\raw\food-101\images\pulled_pork_sandwich\13490.jpg,pulled_pork_sandwich,79
data\raw\food-101\images\omelette\1415935.jpg,omelette,66
data\raw\food-101\images\donuts\779639.jpg,donuts,30
data\raw\food-101\images\lobster_bisque\3609455.jpg,lobster_bisque,59
data\raw\food-101\images\chocolate_mousse\41803.jpg,chocolate_mousse,21
data\raw\food-101\images\grilled_salmon\1128745.jpg,grilled_salmon,49
data\raw\food-101\images\panna_cotta\700322.jpg,panna_cotta,72
data\raw\food-101\images\red_velvet_cake\1423857.jpg,red_velvet_cake,82
data\raw\food-101\images\guacamole\2600597.jpg,guacamole,50
data\raw\food-101\images\paella\2446459.jpg,paella,70
data\raw\food-101\images\macarons\2626208.jpg,macarons,62
data\raw\food-101\images\shrimp_and_grits\176613.jpg,shrimp_and_grits,88
data\raw\food-101\images\gyoza\2746214.jpg,gyoza,51
data\raw\food-101\images\oysters\199462.jpg,oysters,68
data\raw\food-101\images\caprese_salad\878828.jpg,caprese_salad,12
data\raw\food-101\images\samosa\935849.jpg,samosa,84
data\raw\food-101\images\cheesecake\1949233.jpg,cheesecake,16
data\raw\food-101\images\huevos_rancheros\2220154.jpg,huevos_rancheros,55
data\raw\food-101\images\gyoza\3563814.jpg,gyoza,51
data\raw\food-101\images\sashimi\1281454.jpg,sashimi,85
data\raw\food-101\images\beef_carpaccio\1332898.jpg,beef_carpaccio,3
data\raw\food-101\images\pizza\1907713.jpg,pizza,75
data\raw\food-101\images\pho\2994722.jpg,pho,74
data\raw\food-101\images\waffles\1239851.jpg,waffles,99
data\raw\food-101\images\sashimi\3908376.jpg,sashimi,85
data\raw\food-101\images\chocolate_mousse\2900520.jpg,chocolate_mousse,21
data\raw\food-101\images\sashimi\3170341.jpg,sashimi,85
data\raw\food-101\images\club_sandwich\1548733.jpg,club_sandwich,24
data\raw\food-101\images\cheese_plate\3552648.jpg,cheese_plate,15
data\raw\food-101\images\croque_madame\2214947.jpg,croque_madame,27
data\raw\food-101\images\macaroni_and_cheese\2732014.jpg,macaroni_and_cheese,61
data\raw\food-101\images\pancakes\2643897.jpg,pancakes,71
data\raw\food-101\images\greek_salad\540886.jpg,greek_salad,47
data\raw\food-101\images\pad_thai\3009239.jpg,pad_thai,69
data\raw\food-101\images\breakfast_burrito\3246955.jpg,breakfast_burrito,9
data\raw\food-101\images\chicken_quesadilla\2992166.jpg,chicken_quesadilla,18
data\raw\food-101\images\filet_mignon\2903209.jpg,filet_mignon,36
data\raw\food-101\images\gyoza\1348942.jpg,gyoza,51
data\raw\food-101\images\guacamole\799005.jpg,guacamole,50
data\raw\food-101\images\baby_back_ribs\538558.jpg,baby_back_ribs,1
data\raw\food-101\images\huevos_rancheros\1703977.jpg,huevos_rancheros,55
data\raw\food-101\images\fried_rice\463930.jpg,fried_rice,43
data\raw\food-101\images\greek_salad\1683970.jpg,greek_salad,47
data\raw\food-101\images\pizza\2397868.jpg,pizza,75
data\raw\food-101\images\creme_brulee\2522959.jpg,creme_brulee,26
data\raw\food-101\images\oysters\1460152.jpg,oysters,68
data\raw\food-101\images\chocolate_cake\241123.jpg,chocolate_cake,20
data\raw\food-101\images\nachos\1439678.jpg,nachos,65
data\raw\food-101\images\deviled_eggs\1233050.jpg,deviled_eggs,29
data\raw\food-101\images\macarons\3839360.jpg,macarons,62
data\raw\food-101\images\waffles\2892763.jpg,waffles,99
data\raw\food-101\images\strawberry_shortcake\3477874.jpg,strawberry_shortcake,93
data\raw\food-101\images\chocolate_cake\3836456.jpg,chocolate_cake,20
data\raw\food-101\images\cheese_plate\374169.jpg,cheese_plate,15
data\raw\food-101\images\beef_tartare\2195099.jpg,beef_tartare,4
data\raw\food-101\images\hamburger\878925.jpg,hamburger,52
data\raw\food-101\images\miso_soup\1939597.jpg,miso_soup,63
data\raw\food-101\images\pork_chop\1854811.jpg,pork_chop,76
data\raw\food-101\images\tiramisu\514938.jpg,tiramisu,97
data\raw\food-101\images\hummus\3710171.jpg,hummus,56
data\raw\food-101\images\chicken_wings\2949583.jpg,chicken_wings,19
data\raw\food-101\images\cup_cakes\1752001.jpg,cup_cakes,28
data\raw\food-101\images\clam_chowder\1111553.jpg,clam_chowder,23
data\raw\food-101\images\eggs_benedict\200184.jpg,eggs_benedict,33
data\raw\food-101\images\macaroni_and_cheese\3750089.jpg,macaroni_and_cheese,61
data\raw\food-101\images\spaghetti_carbonara\1624030.jpg,spaghetti_carbonara,90
data\raw\food-101\images\pancakes\28661.jpg,pancakes,71
data\raw\food-101\images\beef_carpaccio\1715232.jpg,beef_carpaccio,3
data\raw\food-101\images\pulled_pork_sandwich\1481257.jpg,pulled_pork_sandwich,79
data\raw\food-101\images\panna_cotta\181529.jpg,panna_cotta,72
data\raw\food-101\images\macaroni_and_cheese\2011783.jpg,macaroni_and_cheese,61
data\raw\food-101\images\cheese_plate\2506238.jpg,cheese_plate,15
data\raw\food-101\images\pancakes\321465.jpg,pancakes,71
data\raw\food-101\images\pulled_pork_sandwich\164349.jpg,pulled_pork_sandwich,79
data\raw\food-101\images\baklava\1794666.jpg,baklava,2
data\raw\food-101\images\grilled_salmon\3265807.jpg,grilled_salmon,49
data\raw\food-101\images\deviled_eggs\1225160.jpg,deviled_eggs,29
data\raw\food-101\images\spaghetti_carbonara\3099149.jpg,spaghetti_carbonara,90
data\raw\food-101\images\hot_and_sour_soup\2692078.jpg,hot_and_sour_soup,53
data\raw\food-101\images\pad_thai\2796670.jpg,pad_thai,69
data\raw\food-101\images\cup_cakes\2162578.jpg,cup_cakes,28
data\raw\food-101\images\cannoli\939082.jpg,cannoli,11
data\raw\food-101\images\frozen_yogurt\192484.jpg,frozen_yogurt,44
data\raw\food-101\images\beef_carpaccio\3107347.jpg,beef_carpaccio,3
data\raw\food-101\images\hot_and_sour_soup\420717.jpg,hot_and_sour_soup,53
data\raw\food-101\images\dumplings\611830.jpg,dumplings,31
data\raw\food-101\images\pork_chop\631335.jpg,pork_chop,76
data\raw\food-101\images\gyoza\3343434.jpg,gyoza,51
data\raw\food-101\images\steak\3536023.jpg,steak,92
data\raw\food-101\images\ceviche\1916398.jpg,ceviche,14
data\raw\food-101\images\pulled_pork_sandwich\3419438.jpg,pulled_pork_sandwich,79
data\raw\food-101\images\eggs_benedict\3514685.jpg,eggs_benedict,33
data\raw\food-101\images\cannoli\550546.jpg,cannoli,11
data\raw\food-101\images\pizza\3256974.jpg,pizza,75
data\raw\food-101\images\macarons\2410173.jpg,macarons,62
data\raw\food-101\images\pizza\2493954.jpg,pizza,75
data\raw\food-101\images\deviled_eggs\1297363.jpg,deviled_eggs,29
data\raw\food-101\images\pad_thai\1335863.jpg,pad_thai,69
data\raw\food-101\images\apple_pie\2881877.jpg,apple_pie,0
data\raw\food-101\images\grilled_salmon\453376.jpg,grilled_salmon,49
data\raw\food-101\images\carrot_cake\1834546.jpg,carrot_cake,13
data\raw\food-101\images\grilled_salmon\3654638.jpg,grilled_salmon,49
data\raw\food-101\images\dumplings\1254489.jpg,dumplings,31
data\raw\food-101\images\eggs_benedict\1726050.jpg,eggs_benedict,33
data\raw\food-101\images\lasagna\3135514.jpg,lasagna,58
data\raw\food-101\images\pho\2564969.jpg,pho,74
data\raw\food-101\images\lobster_bisque\2603354.jpg,lobster_bisque,59
data\raw\food-101\images\hummus\2407616.jpg,hummus,56
data\raw\food-101\images\crab_cakes\2446812.jpg,crab_cakes,25
data\raw\food-101\images\ice_cream\565383.jpg,ice_cream,57
data\raw\food-101\images\club_sandwich\1826647.jpg,club_sandwich,24
data\raw\food-101\images\guacamole\2570824.jpg,guacamole,50
data\raw\food-101\images\shrimp_and_grits\3446580.jpg,shrimp_and_grits,88
data\raw\food-101\images\beef_carpaccio\2602688.jpg,beef_carpaccio,3
data\raw\food-101\images\churros\884571.jpg,churros,22
data\raw\food-101\images\lobster_bisque\2527849.jpg,lobster_bisque,59
data\raw\food-101\images\macarons\2941460.jpg,macarons,62
data\raw\food-101\images\risotto\1393208.jpg,risotto,83
data\raw\food-101\images\edamame\1298988.jpg,edamame,32
data\raw\food-101\images\panna_cotta\1126187.jpg,panna_cotta,72
data\raw\food-101\images\french_fries\1132539.jpg,french_fries,39
data\raw\food-101\images\steak\3029602.jpg,steak,92
data\raw\food-101\images\spring_rolls\1166040.jpg,spring_rolls,91
data\raw\food-101\images\sashimi\41363.jpg,sashimi,85
data\raw\food-101\images\dumplings\3206457.jpg,dumplings,31
data\raw\food-101\images\pork_chop\3681818.jpg,pork_chop,76
data\raw\food-101\images\bread_pudding\1218587.jpg,bread_pudding,8
data\raw\food-101\images\hot_dog\99314.jpg,hot_dog,54
data\raw\food-101\images\pulled_pork_sandwich\380169.jpg,pulled_pork_sandwich,79
data\raw\food-101\images\tiramisu\3449076.jpg,tiramisu,97
data\raw\food-101\images\waffles\60308.jpg,waffles,99
data\raw\food-101\images\shrimp_and_grits\3605634.jpg,shrimp_and_grits,88
data\raw\food-101\images\spaghetti_carbonara\399640.jpg,spaghetti_carbonara,90
data\raw\food-101\images\churros\3140413.jpg,churros,22
data\raw\food-101\images\ramen\3067220.jpg,ramen,80
data\raw\food-101\images\tiramisu\2497012.jpg,tiramisu,97
data\raw\food-101\images\steak\2893892.jpg,steak,92
data\raw\food-101\images\escargots\3252097.jpg,escargots,34
data\raw\food-101\images\cheese_plate\942657.jpg,cheese_plate,15
data\raw\food-101\images\baby_back_ribs\1353805.jpg,baby_back_ribs,1
data\raw\food-101\images\pad_thai\1901200.jpg,pad_thai,69
data\raw\food-101\images\ramen\2763187.jpg,ramen,80
data\raw\food-101\images\spring_rolls\336217.jpg,spring_rolls,91
data\raw\food-101\images\mussels\3529829.jpg,mussels,64
data\raw\food-101\images\pork_chop\1456608.jpg,pork_chop,76
data\raw\food-101\images\macaroni_and_cheese\3601149.jpg,macaroni_and_cheese,61
data\raw\food-101\images\spaghetti_bolognese\2712041.jpg,spaghetti_bolognese,89
data\raw\food-101\images\spaghetti_bolognese\2437361.jpg,spaghetti_bolognese,89
data\raw\food-101\images\pizza\3919151.jpg,pizza,75
data\raw\food-101\images\sashimi\3015677.jpg,sashimi,85
data\raw\food-101\images\spring_rolls\1170032.jpg,spring_rolls,91
data\raw\food-101\images\peking_duck\2999037.jpg,peking_duck,73
data\raw\food-101\images\pad_thai\3270350.jpg,pad_thai,69
data\raw\food-101\images\waffles\2659330.jpg,waffles,99
data\raw\food-101\images\tacos\3592332.jpg,tacos,95
data\raw\food-101\images\pho\966265.jpg,pho,74
data\raw\food-101\images\greek_salad\27587.jpg,greek_salad,47
data\raw\food-101\images\caprese_salad\3706190.jpg,caprese_salad,12
data\raw\food-101\images\grilled_salmon\1570406.jpg,grilled_salmon,49
data\raw\food-101\images\samosa\389137.jpg,samosa,84
data\raw\food-101\images\cannoli\1220925.jpg,cannoli,11
data\raw\food-101\images\hot_dog\2310992.jpg,hot_dog,54
data\raw\food-101\images\guacamole\69645.jpg,guacamole,50
data\raw\food-101\images\lasagna\3489486.jpg,lasagna,58
data\raw\food-101\images\tacos\2315447.jpg,tacos,95
data\raw\food-101\images\oysters\1950303.jpg,oysters,68
data\raw\food-101\images\spring_rolls\2335845.jpg,spring_rolls,91
data\raw\food-101\images\poutine\3388134.jpg,poutine,77
data\raw\food-101\images\spaghetti_bolognese\2785161.jpg,spaghetti_bolognese,89
data\raw\food-101\images\hummus\3194654.jpg,hummus,56
data\raw\food-101\images\seaweed_salad\1687496.jpg,seaweed_salad,87
data\raw\food-101\images\apple_pie\2856273.jpg,apple_pie,0
data\raw\food-101\images\baklava\1849718.jpg,baklava,2
data\raw\food-101\images\french_onion_soup\2983663.jpg,french_onion_soup,40
data\raw\food-101\images\foie_gras\2588478.jpg,foie_gras,38
data\raw\food-101\images\chocolate_cake\2940331.jpg,chocolate_cake,20
data\raw\food-101\images\spring_rolls\2534005.jpg,spring_rolls,91
data\raw\food-101\images\filet_mignon\314498.jpg,filet_mignon,36
data\raw\food-101\images\carrot_cake\461003.jpg,carrot_cake,13
data\raw\food-101\images\ramen\2914286.jpg,ramen,80
data\raw\food-101\images\chocolate_mousse\1397175.jpg,chocolate_mousse,21
data\raw\food-101\images\falafel\2373569.jpg,falafel,35
data\raw\food-101\images\fish_and_chips\2973836.jpg,fish_and_chips,37
data\raw\food-101\images\pancakes\3883726.jpg,pancakes,71
data\raw\food-101\images\pho\2933981.jpg,pho,74
data\raw\food-101\images\bread_pudding\3145648.jpg,bread_pudding,8
data\raw\food-101\images\chocolate_cake\440860.jpg,chocolate_cake,20
data\raw\food-101\images\fish_and_chips\1761468.jpg,fish_and_chips,37
data\raw\food-101\images\hot_dog\996310.jpg,hot_dog,54
data\raw\food-101\images\bread_pudding\1303818.jpg,bread_pudding,8
data\raw\food-101\images\edamame\977940.jpg,edamame,32
data\raw\food-101\images\ceviche\3253474.jpg,ceviche,14
data\raw\food-101\images\guacamole\1907549.jpg,guacamole,50
data\raw\food-101\images\mussels\2046534.jpg,mussels,64
data\raw\food-101\images\dumplings\712890.jpg,dumplings,31
data\raw\food-101\images\lasagna\1152091.jpg,lasagna,58
data\raw\food-101\images\gnocchi\3542796.jpg,gnocchi,46
data\raw\food-101\images\cup_cakes\3444415.jpg,cup_cakes,28
data\raw\food-101\images\spaghetti_bolognese\1004943.jpg,spaghetti_bolognese,89
data\raw\food-101\images\chicken_curry\1480314.jpg,chicken_curry,17
data\raw\food-101\images\waffles\1021349.jpg,waffles,99
data\raw\food-101\images\apple_pie\1111062.jpg,apple_pie,0
data\raw\food-101\images\pho\309994.jpg,pho,74
data\raw\food-101\images\steak\636594.jpg,steak,92
data\raw\food-101\images\apple_pie\1332030.jpg,apple_pie,0
data\raw\food-101\images\sushi\1132999.jpg,sushi,94
data\raw\food-101\images\macarons\1285948.jpg,macarons,62
data\raw\food-101\images\chocolate_cake\2459075.jpg,chocolate_cake,20
data\raw\food-101\images\prime_rib\1615199.jpg,prime_rib,78
data\raw\food-101\images\french_fries\3377570.jpg,french_fries,39
data\raw\food-101\images\chocolate_mousse\3647945.jpg,chocolate_mousse,21
data\raw\food-101\images\beignets\3316799.jpg,beignets,6
data\raw\food-101\images\hummus\2099873.jpg,hummus,56
data\raw\food-101\images\prime_rib\2349139.jpg,prime_rib,78
data\raw\food-101\images\cup_cakes\1344662.jpg,cup_cakes,28
data\raw\food-101\images\apple_pie\416233.jpg,apple_pie,0
data\raw\food-101\images\filet_mignon\986219.jpg,filet_mignon,36
data\raw\food-101\images\red_velvet_cake\2031.jpg,red_velvet_cake,82
data\raw\food-101\images\guacamole\3394950.jpg,guacamole,50
data\raw\food-101\images\omelette\722404.jpg,omelette,66
data\raw\food-101\images\clam_chowder\1123671.jpg,clam_chowder,23
data\raw\food-101\images\hamburger\3575210.jpg,hamburger,52
data\raw\food-101\images\beet_salad\2353523.jpg,beet_salad,5
data\raw\food-101\images\bread_pudding\3425520.jpg,bread_pudding,8
data\raw\food-101\images\fried_rice\86512.jpg,fried_rice,43
data\raw\food-101\images\pancakes\1062498.jpg,pancakes,71
data\raw\food-101\images\frozen_yogurt\275241.jpg,frozen_yogurt,44
data\raw\food-101\images\samosa\2113778.jpg,samosa,84
data\raw\food-101\images\ice_cream\665923.jpg,ice_cream,57
data\raw\food-101\images\mussels\3581177.jpg,mussels,64
data\raw\food-101\images\ceviche\2054764.jpg,ceviche,14
data\raw\food-101\images\chicken_curry\921382.jpg,chicken_curry,17
data\raw\food-101\images\chocolate_mousse\306559.jpg,chocolate_mousse,21
data\raw\food-101\images\peking_duck\179489.jpg,peking_duck,73
data\raw\food-101\images\oysters\1299536.jpg,oysters,68
data\raw\food-101\images\baby_back_ribs\89565.jpg,baby_back_ribs,1
data\raw\food-101\images\fried_rice\1543399.jpg,fried_rice,43
data\raw\food-101\images\bruschetta\134026.jpg,bruschetta,10
data\raw\food-101\images\poutine\289017.jpg,poutine,77
data\raw\food-101\images\paella\1404928.jpg,paella,70
data\raw\food-101\images\pad_thai\3059603.jpg,pad_thai,69
data\raw\food-101\images\frozen_yogurt\1966150.jpg,frozen_yogurt,44
data\raw\food-101\images\ramen\20970.jpg,ramen,80
data\raw\food-101\images\oysters\2546981.jpg,oysters,68
data\raw\food-101\images\seaweed_salad\1693522.jpg,seaweed_salad,87
data\raw\food-101\images\french_onion_soup\2132816.jpg,french_onion_soup,40
data\raw\food-101\images\french_fries\1370900.jpg,french_fries,39
data\raw\food-101\images\chicken_curry\2051444.jpg,chicken_curry,17
data\raw\food-101\images\hot_dog\106882.jpg,hot_dog,54
data\raw\food-101\images\hamburger\72111.jpg,hamburger,52
data\raw\food-101\images\lobster_bisque\728266.jpg,lobster_bisque,59
data\raw\food-101\images\pho\2932374.jpg,pho,74
data\raw\food-101\images\strawberry_shortcake\724604.jpg,strawberry_shortcake,93
data\raw\food-101\images\macarons\2059656.jpg,macarons,62
data\raw\food-101\images\frozen_yogurt\3736864.jpg,frozen_yogurt,44
data\raw\food-101\images\panna_cotta\1735226.jpg,panna_cotta,72
data\raw\food-101\images\prime_rib\1718480.jpg,prime_rib,78
data\raw\food-101\images\miso_soup\3209327.jpg,miso_soup,63
data\raw\food-101\images\chicken_curry\2843978.jpg,chicken_curry,17
data\raw\food-101\images\beignets\924187.jpg,beignets,6
data\raw\food-101\images\bruschetta\3579764.jpg,bruschetta,10
data\raw\food-101\images\beignets\26052.jpg,beignets,6
data\raw\food-101\images\shrimp_and_grits\2821062.jpg,shrimp_and_grits,88
data\raw\food-101\images\club_sandwich\662636.jpg,club_sandwich,24
data\raw\food-101\images\chocolate_cake\1240545.jpg,chocolate_cake,20
data\raw\food-101\images\pho\2794167.jpg,pho,74
data\raw\food-101\images\grilled_cheese_sandwich\3613572.jpg,grilled_cheese_sandwich,48
data\raw\food-101\images\cup_cakes\2976787.jpg,cup_cakes,28
data\raw\food-101\images\cheese_plate\1808741.jpg,cheese_plate,15
data\raw\food-101\images\hummus\569426.jpg,hummus,56
data\raw\food-101\images\miso_soup\2548449.jpg,miso_soup,63
data\raw\food-101\images\takoyaki\674801.jpg,takoyaki,96
data\raw\food-101\images\nachos\2333979.jpg,nachos,65
data\raw\food-101\images\spring_rolls\3521501.jpg,spring_rolls,91
data\raw\food-101\images\edamame\873826.jpg,edamame,32
data\raw\food-101\images\french_fries\2293554.jpg,french_fries,39
data\raw\food-101\images\bruschetta\2550097.jpg,bruschetta,10
data\raw\food-101\images\club_sandwich\1998312.jpg,club_sandwich,24
data\raw\food-101\images\chocolate_cake\1835084.jpg,chocolate_cake,20
data\raw\food-101\images\lasagna\970292.jpg,lasagna,58
data\raw\food-101\images\bibimbap\2572183.jpg,bibimbap,7
data\raw\food-101\images\fried_calamari\1527702.jpg,fried_calamari,42
data\raw\food-101\images\chocolate_mousse\1982709.jpg,chocolate_mousse,21
data\raw\food-101\images\mussels\192271.jpg,mussels,64
data\raw\food-101\images\macarons\69580.jpg,macarons,62
data\raw\food-101\images\tiramisu\725741.jpg,tiramisu,97
data\raw\food-101\images\dumplings\3922796.jpg,dumplings,31
data\raw\food-101\images\churros\379590.jpg,churros,22
data\raw\food-101\images\beef_tartare\3026333.jpg,beef_tartare,4
